feature_0,feature_1,feature_2,feature_3,feature_4,label
1.4842197137740059,,0.6202859016142428,0.9871222001287102,1.5188321597078849,class_0
0.7020777261782132,2.1549697251727276,2.265459779975682,-1.007089364306261,-2.958949282009455,class_1
-0.624911417600373,-0.15603275248694004,-0.13082519054559583,0.0006991175571747527,0.021005912607935606,class_0
0.8568201150177881,1.0392846509294917,0.6520347123639506,-1.519179982986177,1.2794039006832358,class_0
,,0.04277780493747962,-0.06958982291301025,-0.4051852726910389,class_0
-0.9956750112952151,0.8311999322861727,0.8211500646969281,-1.0171921705453906,-0.7910001249899686,class_0
-0.7857249714457695,0.7822026681509504,0.8174459144603101,-0.11484401948302342,-1.0230942301701647,class_0
2.8219132652825096,1.3194713904502358,1.1365203677778706,-1.4130243453417775,-0.31438829554628256,class_1
-0.4539799772847073,1.0342326527083125,0.7909884803166041,0.9198275101476635,0.42299260191528887,class_1
-1.2433216392999853,1.1055959428556699,1.042367279848816,-0.6775662127337071,-0.7462552792487656,class_0
-0.8350311821406644,0.04673038253588602,-0.16484662040843223,-0.8726306273710107,1.272559365213313,class_1
-0.7682748545090113,-1.1306202652958248,-0.7352313784639309,0.10081742225405217,-1.2354492712858418,class_2
1.898483325621374,2.3153979663642614,2.0813381205507397,1.7646869342627187,-1.026641039843111,class_1
,0.7387810393518083,0.44248634395351505,0.25275550753788667,1.0337380865821104,class_1
-1.2524833882055195,1.6688957988734074,1.6316420476406477,-2.078376654918943,-1.497906606650295,class_0
-0.4016306208203205,-0.09556877923248264,-0.01582057264008134,0.8332238776207417,-0.3833567670340372,class_0
-0.9338662879725106,2.683461104529803,2.1071703749645385,0.8184847346385397,0.7543912861278995,class_0
0.7426613634648329,1.462306713225915,0.9794143942897438,-1.5579523176766679,1.4272364892725877,class_0
-0.8503305932482599,-1.0957832749012488,-1.057792055548795,0.5855034608585792,0.9337425867274605,class_1
-0.4541497748721576,2.0538555370809566,1.696031026568109,-1.0424848742271386,0.058702925564465436,class_1
-1.7373598515698965,,-0.666306143554444,-1.5240152417270303,-1.6647343276908606,class_2
,-0.2656133338407466,-0.17317556120448704,-1.050911957828187,-0.3098363315347663,class_2
-1.5088865450723397,-0.17801932661259556,-0.048924872523008436,-1.569960337657343,-0.5787920581239285,class_2
-1.2261063174466793,-1.568613419991332,-1.0252565069036834,-0.7984390474170536,-1.6787427029148763,class_2
,1.7544719156232258,1.3083704431172682,-0.40038136018331794,0.9022441847843595,class_0
0.5495027957839718,0.40881153754465727,0.30349976066901846,0.6722572844137722,0.20902979762039475,class_1
1.1038303302505117,0.15702035774099832,-0.03474545848861231,-1.6295929859763272,0.9955069573393382,class_2
-0.8299318744320965,0.846286868768102,0.8697098064641171,0.20370179813884956,-1.0166152838634006,class_0
-1.4476068441378875,2.066115284776407,2.007700199889049,2.569926839690334,-1.7806798642129094,class_0
1.0632473803370217,-0.7513577418597083,-0.5394295395165308,0.07396296407356806,-0.5392366751306674,class_2
2.7251657097434663,0.6618795597743667,0.1496950636144647,1.0645686780266999,2.408676947471924,class_0
0.3475646879681723,-0.8677976728420124,-0.5440485546374512,0.5553768168069081,-1.0921470946629812,class_2
-0.7126948985281785,1.4576679379381963,1.1827915249960774,-2.4846115790858145,0.17854044983740025,class_1
-0.3685302530021888,-0.6964035699158768,-0.46455332538804933,-0.1657230531466151,-0.690993391972427,class_2
0.7699875189917768,0.12550368051882854,0.15261269116660386,0.9718226901727355,-0.3145062490515398,class_1
1.4620032693200808,-2.001913382463939,-1.3537152500235488,2.3573763650327084,-1.9243308366744754,class_2
-0.04215855515734668,-0.9284783523168327,-0.6867045118608269,-2.3697214094844474,-0.5150120495338191,class_2
-1.8481181061619076,2.1691827934793997,2.013445321039675,-1.1071044546000215,-1.2806672450159748,class_0
0.5844022732531189,-0.016245416774562704,-0.038162201358038314,-0.8163054090548456,0.14046181850954476,class_1
2.583855615197307,,-1.070392116163513,-1.1735702070121252,-1.3890483091412427,class_2
3.0385430103937368,,0.14667372073163087,1.0622098509137117,2.6048315223505316,class_0
,-0.8748932408736978,-1.0468859482380672,1.1290694375351427,2.016100489853218,class_1
-2.2749057217527593,-0.8819399916129474,-1.0160129607789097,1.2231709505914572,1.7989671496621986,class_1
-1.5150169398349065,-2.4533479477626146,-2.335784678763539,-1.681820325133229,1.8822657711376714,class_1
-1.167558751732945,-1.9814893601098662,-1.26891168873334,-1.0037578915633707,-2.289882242054947,class_2
0.3605661750502669,-0.4682238846827438,-0.3246914076417663,-0.7036200629264463,-0.4006631089973989,class_2
-1.1940377415393117,1.2357942923634453,1.19882910493666,0.029983634527157816,-1.0459683618095157,class_0
-0.07729130197157752,-0.24037104678603272,-0.22714281662284105,0.38361395381677077,0.17244155781843906,class_2
-1.8387162173669989,-1.7017545210985783,-1.7280848821951569,-1.7585989999941474,1.9867856823838763,class_1
-0.26013609040006447,,1.2344507854947928,-0.3348522723761133,0.6386399100245452,class_0
0.6203146614925177,-0.7322195475385058,-0.4263507750381405,-1.006115893083496,-1.129767410365652,class_2
0.3194234155694129,-1.2103261248967456,-1.0347526480664846,-0.26102725324679543,0.18200681308096756,class_1
-2.193543429551159,-0.5434388509546538,-0.6790746601340297,0.7936579419803536,1.4514334144445,class_1
1.4131802828062043,-0.9972473882813603,-0.6999341302068715,-0.5989243965593357,-0.8146028223898122,class_2
-0.11723087403222854,-1.824789234878159,-1.2787762799539775,2.0055740456399533,-1.4483811045443549,class_2
-1.4763625475479232,,1.2812559309537637,-0.08922117559367017,-0.7851136742622464,class_0
,-2.41118455115413,-1.590288809733612,0.1985583628962918,-2.4816046513521233,class_2
1.462370576324846,-1.8645319908887537,-1.211351000875982,-0.49596904632647065,-2.0993625431418246,class_2
-1.5111691760013293,-0.6932396781280679,-0.4233971697998931,0.5739669592016755,-0.9056168928009384,class_2
-1.5341527964504442,-1.640064627018183,-1.1099120399007751,-1.2884473797573248,-1.5160612212782245,class_2
-1.9564913169606966,3.0089539130029697,2.4557271998456702,1.286268613404601,0.29086853652188394,class_0
0.8361770132396504,-1.1618332427137654,-0.6558313438320401,1.0485309385076005,-1.917135728958419,class_2
-2.455763250176405,0.5168809273977586,0.5863470116163237,-0.1581014900701986,-0.9218578155273804,class_2
-1.3476998354458225,1.674885937652737,1.6196478154320533,-0.3618909712330037,-1.391368667780672,class_0
,-1.962903855932526,-1.6858318077493466,-0.46545018240405345,0.3829874492893022,class_1
0.49334655537912786,0.6640426069644637,0.5735183485879732,-0.4537443085364418,-0.14911059368075263,class_0
-0.8545843570862836,0.7423345569177824,0.6263301068024222,-0.4691477201949346,-0.047064452843664006,class_2
